,t,x,y,x0,y0,vx,vy,r,theta,angle
15,0.5005,0.512506066,0.046623305159999996,0.4865261133,0.8464261206,0.02597995270000003,-0.79980281544,0.8002246569108233,-0.03247152981608942,-1.8604816127951378
16,0.5338666667,0.5201023153000001,0.04721635802,0.4865375636,0.8464291597,0.03356475170000006,-0.79921280168,0.7999173050546399,-0.04197259976677466,-2.4048528218279714
17,0.5672333333,0.5271869043999999,0.047845803810000004,0.48654253560000005,0.8464311444,0.040644368799999886,-0.79858534059,0.7996189785894259,-0.05085158320236814,-2.9135810990540456
18,0.6006,0.5339173003000001,0.04915170074,0.4865308152,0.8464173207,0.04738648510000004,-0.79726561996,0.7986726161202321,-0.05936641646112526,-3.401445108038454
19,0.6339666667,0.5397105538,0.04976256239,0.48652907380000004,0.8464098320000001,0.05318147999999995,-0.7966472696100001,0.798420404293414,-0.06665771973611209,-3.8192060128451146
20,0.6673333333,0.5454600888000001,0.05073472736,0.4865175026,0.8464252390000001,0.05894258620000009,-0.7956905116400002,0.7978706779810056,-0.07394222280840096,-4.236577294737348
21,0.7007,0.5497997336,0.051821272,0.48651429409999997,0.8464123647,0.06328543950000004,-0.7945910927000001,0.7971073023444762,-0.07947752336007588,-4.553726654684757
22,0.7340666667,0.5527717559,0.052010128729999994,0.48651481539999997,0.8464020466,0.06625694050000008,-0.79439191787,0.7971502376224932,-0.08321325720493915,-4.767768437379603
23,0.7674333333,0.5550754021000001,0.05222210486000001,0.4865192971,0.8464027973,0.06855610500000003,-0.79418069244,0.7971341868074967,-0.08610959337544032,-4.9337162760004025
24,0.8008,0.5567847884,0.05252336907,0.4865176802,0.8464062515999999,0.07026710819999998,-0.79388288253,0.7969865103431376,-0.08828061840484962,-5.058106847402821
25,0.8341666667000001,0.5571523952,0.052270233719999996,0.48651421729999994,0.8463994514000001,0.0706381779000001,-0.7941292176800001,0.7972646778517665,-0.08871699332055437,-5.08310928835808
26,0.8675333332999999,0.5570189485,0.05214358205,0.4865131971,0.8463922909999999,0.07050575139999998,-0.7942487089499999,0.7973719788462724,-0.08853829039784618,-5.072870365100249
27,0.9009,0.555025212,0.05186128674,0.4865132337,0.8463978657,0.0685119783,-0.79453657896,0.7974849631661025,-0.08601608616994763,-4.92835870777161
28,0.9342666667,0.5525767629999999,0.05170437123,0.4865118878,0.8463952502,0.06606487519999993,-0.7946908789699999,0.7974322296303947,-0.08294207486284644,-4.752230833699217
29,0.9676333333,0.5494752072,0.05135896983,0.4865115361,0.8463861153,0.06296367110000001,-0.79502714547,0.7975165113730032,-0.07903192429317195,-4.528195708796194
30,1.001,0.5444023300999999,0.05023841136,0.4865114572,0.8464070656,0.057890872899999946,-0.79616865424,0.7982705551123984,-0.07258408356790749,-4.158761648265969
31,1.034366667,0.5393738779,0.04919673563,0.4865092993,0.8464013031000001,0.052864578600000045,-0.79720456747,0.7989554343426081,-0.06621549439848101,-3.7938683674051057
32,1.067733333,0.5335844346999999,0.04865408339,0.4865101014,0.8463973289,0.04707433329999994,-0.79774324551,0.79913095210514,-0.058941029149873564,-3.3770722104453137
33,1.1011,0.5264312836,0.04740154444,0.4865095812,0.8464045379,0.039921702400000036,-0.79900299346,0.799999703675292,-0.049922880983226156,-2.860370381472776
34,1.134466667,0.5193429007,0.04692787951999999,0.48650841310000004,0.8463975019,0.03283448759999996,-0.79946962238,0.8001436000396268,-0.041047269219921675,-2.351835286838763
35,1.167833333,0.5108421827,0.04520278165,0.4865039664,0.8463978611,0.02433821630000005,-0.80119507945,0.8015646599667162,-0.03036805235755665,-1.7399612321203057
36,1.2012,0.5028322809,0.044719701439999995,0.48650407240000004,0.8463940861,0.01632820849999994,-0.80167438466,0.8018406508857038,-0.02036481582459129,-1.1668179973103123
37,1.234566667,0.49481542939999995,0.04439334347,0.486500334,0.8463892481999999,0.008315095399999972,-0.8019959047299999,0.8020390090358462,-0.010367630838438323,-0.594021490592195
38,1.267933333,0.48597597600000003,0.04327685918,0.4864983518,0.8463873387999999,-0.0005223757999999745,-0.8031104796199999,0.8031106495072412,0.0006504406798170875,0.03726750577713922
39,1.3013,0.47735978310000005,0.042405325630000004,0.48649540979999994,0.8463848334999999,-0.0091356266999999,-0.8039795078699999,0.8040314103006729,0.011362520374966665,0.6510244621169956
40,1.334666667,0.46950167270000004,0.042316056090000005,0.4864944503,0.8463894241,-0.016992777599999953,-0.80407336801,0.8042529052689259,0.02113022167717852,1.210672522278173
41,1.368033333,0.4612984333,0.042044888839999996,0.4864911329,0.8463815187999999,-0.025192699600000035,-0.8043366299599999,0.8047310646474048,0.03131085344783882,1.7939797555138066
42,1.4014,0.4533131605,0.04209009029,0.4864932105,0.8463800990000001,-0.033180050000000016,-0.8042900087100001,0.8049741199745086,0.04123045919502464,2.3623312992612693
43,1.4347666669999999,0.4462634708,0.042029154519999994,0.48649597009999995,0.8463918315000001,-0.040232499299999946,-0.8043626769800001,0.8053682202063578,0.04997621058901352,2.8634259428074884
44,1.4681333330000002,0.4404130572,0.0421762441,0.4864930868,0.8463858731,-0.04608002959999996,-0.804209629,0.8055287061950397,0.05723594727883014,3.279378215510256
45,1.5015,0.4342654855,0.042159405030000006,0.4865002347,0.8463784441,-0.052234749199999986,-0.8042190390699999,0.8059136007207355,0.06485979464584989,3.7161924932924126
46,1.534866667,0.42938375799999995,0.04221178142,0.48650140070000003,0.8463782755,-0.05711764270000008,-0.80416649408,0.8061923934821783,0.0709080554277401,4.062732309489217
47,1.5682333330000002,0.4249697373,0.04222241955,0.4864954444,0.8463694327,-0.06152570709999999,-0.8041470131499999,0.8064972606228871,0.07636174943181277,4.375205958678384
48,1.6016,0.42221845350000003,0.04229255103,0.4864989687,0.8463665609000001,-0.06428051519999994,-0.8040740098700001,0.8066393233551155,0.07977387515060516,4.57070636153323
49,1.6349666669999998,0.41990112,0.04232241690000001,0.4864990172,0.8463666231,-0.06659789719999998,-0.8040442062,0.8067975988035969,0.08264000954675176,4.7349237659497065
50,1.668333333,0.4190859882,0.042396129989999996,0.4865021639,0.8463597228,-0.06741617570000003,-0.8039635928100001,0.8067852250196312,0.08365904206492532,4.793310028427641
51,1.7017,0.4192545626,0.04239232926,0.4865000557,0.8463415506,-0.0672454931,-0.80394922134,0.8067566589966608,0.08344970414812566,4.78131584930296
52,1.735066667,0.4198878987,0.042355006210000004,0.4864978248,0.846337503,-0.0666099261,-0.80398249679,0.8067370931100973,0.08266118337430275,4.736136936904517
53,1.7684333330000002,0.4221818042,0.04236958009,0.4865045047,0.8463434761,-0.0643227005,-0.80397389601,0.8065428911503164,0.07983590426684502,4.574260368100701
54,1.8018,0.42475687100000004,0.042349280149999995,0.48650839939999996,0.8463481062,-0.06175152839999992,-0.8039988260500001,0.8063667673890798,0.07665500067891784,4.392008017474453
55,1.835166667,0.42930097840000003,0.04234856921,0.4865085953,0.8463503470999999,-0.05720761689999998,-0.8040017778899999,0.8060344721422639,0.07103387885741662,4.069941460973543
56,1.868533333,0.4340955976,0.04234473039,0.48651100939999997,0.8463467509999999,-0.05241541179999998,-0.8040020206099999,0.8057087715416323,0.06510100914259988,3.7300130659135586
57,1.9019,0.4398167524,0.042345186060000005,0.4865146295,0.8463579940000001,-0.04669787710000001,-0.8040128079400001,0.8053677961386401,0.058015833081473636,3.324062380503901
58,1.9352666669999998,0.44602840829999996,0.04236288292,0.4865142493,0.8463662389,-0.04048584100000002,-0.80400335598,0.8050220492313113,0.05031281680133959,2.8827120581316565
59,1.968633333,0.4530262469,0.042423283099999994,0.4865173479,0.8463794853000001,-0.03349110100000002,-0.8039562022000001,0.804653483744425,0.04163379524430939,2.385440752610766
60,2.002,0.460246791,0.042556897919999996,0.4865201095,0.8463851381999999,-0.02627331850000003,-0.80382824028,0.8042575005162487,0.032673607407641816,1.8720598059252587
61,2.035366667,0.4680447057,0.04269239926,0.4865225941,0.8463953531,-0.018477888399999975,-0.80370295384,0.8039153378129217,0.022986892908588148,1.3170519477813023
62,2.068733333,0.4763049327,0.04302661032,0.4865234049,0.8464017226999999,-0.010218472199999995,-0.8033751123799999,0.8034400963143922,0.012718742508626084,0.7287302664579077
63,2.1021,0.4844860104,0.043944684309999996,0.4865231361,0.8464225875,-0.0020371256999999754,-0.80247790319,0.8024804888527426,0.002538538838306089,0.14544756156498181
64,2.1354666669999998,0.49304109659999995,0.04471451209,0.4865161193,0.8464530154000001,0.006524977299999957,-0.8017385033100001,0.8017650547501584,-0.008138355856066145,-0.46629344272816814
65,2.1688333330000003,0.5008887041,0.04503211478,0.4865160911,0.8464792724,0.014372612999999979,-0.80144715762,0.8015760216358925,-0.01793140370701908,-1.0273937531574324
66,2.2022,0.5093076378,0.04658880827,0.4865203333,0.8464790266,0.022787304499999994,-0.79989021833,0.8002147353219576,-0.028480337041738805,-1.631803111601738
67,2.235566667,0.5169544525,0.047188278789999996,0.48651903590000006,0.8464538184999999,0.030435416599999987,-0.7992655397099999,0.7998448084169409,-0.03806084103556824,-2.180725556056394
68,2.268933333,0.5240311375,0.04808513909,0.48652396130000003,0.8464554815,0.037507176199999936,-0.79837034241,0.7992508942168026,-0.04694515414026871,-2.6897592008284996
69,2.3023,0.5309888752,0.04908707013,0.4865263221,0.8464709253,0.044462553100000024,-0.79738385517,0.7986225210410371,-0.05570285508123193,-3.1915385029834424
70,2.335666667,0.5362202664,0.049557256179999995,0.4865208805,0.8464710720999999,0.049699385900000004,-0.79691381592,0.7984620585619662,-0.062284153874059625,-3.5686191475270124
71,2.369033333,0.5412152353999999,0.050071172469999994,0.4865204046,0.8464651731999999,0.05469483079999993,-0.7963940007299999,0.7982699599226917,-0.06857043195115264,-3.928796350190057
72,2.4024,0.5460289082,0.0510917013,0.4865155322,0.8464432442000001,0.05951337600000006,-0.7953515429000001,0.7975750238794643,-0.07468732067866903,-4.279268258027895
73,2.4357666669999998,0.5496912146,0.05195805512,0.4865176278,0.8464382184,0.06317358680000001,-0.79448016328,0.79698784928918,-0.07934867258670428,-4.546344049183568
74,2.4691333330000003,0.5521563009,0.05209229565,0.48651768659999994,0.84641354,0.06563861430000006,-0.7943212443500001,0.7970286487404056,-0.08244752246839877,-4.723895068749277
75,2.5025,0.5537175784,0.05213886438999999,0.4865205232,0.8464007704000001,0.06719705520000002,-0.79426190601,0.7970993787265112,-0.08440215305475711,-4.835887151854791
76,2.535866667,0.55424266,0.05236383864,0.48651936090000003,0.8463998987000001,0.06772329909999997,-0.79403606006,0.7969188854059088,-0.08508404165984963,-4.874956491024656
77,2.569233333,0.5544390474,0.05219055699,0.48651707130000005,0.8463955811,0.0679219761,-0.79420502411,0.7971041432327991,-0.08531437478667063,-4.88815360707355
78,2.6026,0.5528839541,0.05187632507,0.486513246,0.8463842681,0.06637070810000001,-0.79450794303,0.7972753241079629,-0.08334336313276078,-4.775222957933416
79,2.635966667,0.5504549774,0.05173386733,0.4865139196,0.8463761744,0.06394105780000003,-0.79464230707,0.7972106716910626,-0.08029221728329264,-4.600405178080033
80,2.669333333,0.547790029,0.0514482465,0.4865103593,0.8463663386,0.061279669699999983,-0.7949180921,0.7972765963368328,-0.07693712248494237,-4.408172406268267
81,2.7027,0.5431457177000001,0.050209853160000005,0.486512881,0.8463585894,0.05663283670000008,-0.7961487362399999,0.7981604402682695,-0.07101387324938106,-4.068795224066513
82,2.736066667,0.5383560349000001,0.049467928030000004,0.4865162617,0.8463605147,0.05183977320000005,-0.79689258667,0.798576957327865,-0.064960866427355,-3.7219834798005245
83,2.7694333330000003,0.5333729951,0.049061420030000004,0.48650428700000004,0.846361745,0.04686870809999999,-0.79730032497,0.7986767080591688,-0.05871668674938486,-3.364218337731477
84,2.8028,0.5265288377,0.04758617507,0.4865063369,0.8463695097,0.04002250080000003,-0.7987833346300001,0.7997853563631362,-0.0500624612631666,-2.8683677424166185
85,2.836166667,0.5195694501,0.04702019988,0.4865075847,0.8463638413,0.0330618654,-0.7993436414199999,0.8000270895552932,-0.041337704385933996,-2.3684759960734505
86,2.869533333,0.5124499905,0.04632784942,0.4865099193,0.8463555916,0.02594007119999997,-0.80002774218,0.8004481716835198,-0.032412609188974685,-1.8571057095351997
87,2.9029,0.5047452445,0.04508958837,0.4865078821,0.8463630031999999,0.018237362400000012,-0.8012734148299999,0.8014809334604523,-0.022756544543209283,-1.3038539586273559
88,2.936266667,0.4965984911,0.04441787669,0.4865013069,0.8463706664,0.010097184199999998,-0.8019527897100001,0.8020163527337958,-0.012590081139284864,-0.7213585130082818
89,2.969633333,0.4885787017,0.043932274050000004,0.48650382670000003,0.8463709387999999,0.002074874999999976,-0.8024386647499999,0.802441347259741,-0.0025857058826123567,-0.1481500341358375
90,3.003,0.4796859335,0.042890547460000004,0.4864936041,0.8463519162,-0.006807670599999982,-0.8034613687400001,0.8034902086749736,0.00847272558849615,0.4854514171933261
91,3.036366667,0.471951167,0.042469820930000006,0.4864987479,0.8463655148,-0.014547580899999968,-0.80389569387,0.8040273121808555,0.018094378808759,1.0367315386528446
92,3.0697333330000003,0.46440155920000004,0.04232933035,0.4864944564,0.8463734167,-0.02209289719999996,-0.80404408635,0.8043475547927625,0.027470309232489956,1.5739327809409343
93,3.1031,0.45678025240000003,0.04222539065000001,0.4864995065,0.8463807777,-0.02971925409999998,-0.80415538705,0.8047043684396126,0.036940291885569,2.1165228190244654
94,3.136466667,0.4504877304,0.04210741706999999,0.48649649850000004,0.8463829668,-0.03600876810000003,-0.80427554973,0.8050812327172789,0.04474180162301143,2.5635164008101317
95,3.169833333,0.4438398021,0.042069343089999996,0.4864955472,0.8463771062000001,-0.042655745099999975,-0.8043077631100001,0.8054380735904209,0.052984470606821696,3.035786545505847
96,3.2032,0.4386476054,0.042130050669999995,0.4864880204,0.8463826662,-0.047840415000000025,-0.80425261553,0.8056742362110249,0.059414302988978276,3.4041888039799675
97,3.236566667,0.4336220515,0.04221686421,0.4864919805,0.8463867512000001,-0.05286992899999998,-0.80416988699,0.8059059725141479,0.06565024673392353,3.761482061846335
98,3.269933333,0.42930430140000003,0.042248465650000004,0.48649880729999995,0.8463853085999999,-0.057194505899999915,-0.80413684295,0.806168266365489,0.07100576553943741,4.068330686505225
99,3.3033,0.4262970289,0.04230438973,0.4865025875,0.8463803109,-0.06020555860000004,-0.8040759211699999,0.8063267304831969,0.07473600828468832,4.282057852367396
100,3.336666667,0.4241844797,0.04232633156999999,0.48650363729999996,0.8463830873999999,-0.06231915759999995,-0.8040567558299999,0.8064681915611042,0.0773512787422298,4.43190181186977
101,3.3700333330000003,0.4223670036,0.042323422390000004,0.4864986954,0.8463910056,-0.0641316918,-0.80406758321,0.8066210710502798,0.07959059458087177,4.560205158420754
102,3.4034,0.422253899,0.04233191983,0.48650706979999997,0.8463874575,-0.06425317079999998,-0.80405553767,0.8066187312576165,0.07974190787720777,4.568874771685019
103,3.4367666669999997,0.4223378465,0.042336205489999994,0.48651034390000003,0.846376812,-0.06417249740000003,-0.8040406065100001,0.8065974252001563,0.07964368333059772,4.563246919719677
104,3.470133333,0.4244770447,0.04235914861000001,0.4865103435,0.8463679865000001,-0.062033298800000025,-0.8040088378900001,0.8063983764649074,0.07700244218297907,4.411914949284838
105,3.5035,0.4269428275,0.04234975257,0.4865070829,0.846360193,-0.05956425539999999,-0.80401044043,0.8062137984689911,0.07394884252879068,4.236956576777236
106,3.536866667,0.4300538805,0.042360567630000005,0.4865115427,0.8463594762000001,-0.056457662200000036,-0.8039989085700001,0.8059787296218435,0.07010598850185208,4.016777259748801
107,3.570233333,0.43433271219999997,0.04236648682,0.4865116909,0.8463586958,-0.052178978700000045,-0.80399220898,0.8056836338903224,0.06480896651446294,3.7132802558834044
108,3.6036,0.43955374979999995,0.04238577837,0.4865153689,0.8463605018000001,-0.046961619100000074,-0.8039747234300001,0.8053451120996753,0.058345513530684526,3.3429516788316618
109,3.636966667,0.4457802472,0.04242234847,0.48651638659999996,0.8463651951000001,-0.04073613939999998,-0.80394284663,0.804974244122608,0.05062714335811669,2.9007216432238643
110,3.6703333330000003,0.4525586922,0.04251883392,0.4865218469,0.8463779103,-0.0339631547,-0.80385907638,0.8045762304192704,0.04222502227124237,2.4193155659880934
111,3.7037,0.4594880091,0.042649513089999994,0.4865193888,0.8463829797,-0.027031379700000024,-0.80373346661,0.8041879014492904,0.033619596218439136,1.9262609722505448
112,3.7370666669999997,0.46711353450000004,0.04276842093,0.4865275368,0.8463904114,-0.019414002299999955,-0.80362199047,0.8038564592340285,0.024153429203984084,1.3838895541563156
113,3.770433333,0.4746630431,0.04303825693,0.48652166560000004,0.8464041639,-0.011858622500000027,-0.80336590697,0.8034534257872874,0.014760100234822948,0.8456914486454102
114,3.8038,0.4830104193,0.04412171352,0.4865291565,0.846422323,-0.0035187372000000106,-0.8023006094799999,0.8023083256974602,0.004385780837428754,0.2512867318540194
115,3.837166667,0.4909767445,0.044666087039999997,0.486524044,0.8464267618000001,0.0044527005000000175,-0.8017606747600001,0.8017730390411949,-0.005553595808220786,-0.31819760093259636
116,3.870533333,0.4987058407,0.04504560813999999,0.4865289173,0.846432854,0.01217692340000004,-0.80138724586,0.8014797535125672,-0.015193636345082046,-0.870531238029775
117,3.9039,0.5069483256,0.046520112860000004,0.48652198189999996,0.8464183025,0.02042634370000007,-0.79989818964,0.8001589525252467,-0.025530630921193117,-1.4627974000905626
118,3.937266667,0.5143960113,0.04718315294,0.48652016719999996,0.8464089618,0.027875844100000047,-0.79922580886,0.7997117957315678,-0.03486442536173909,-1.997584428376518
119,3.9706333330000003,0.5214295436,0.04773448081,0.48652441770000004,0.8464168413,0.0349051259,-0.79868236049,0.7994447327814307,-0.04367559656794113,-2.5024273510590898
120,4.004,0.5284168904,0.0491539179,0.48652385909999996,0.8464054325,0.041893031299999994,-0.7972515146,0.7983514286349696,-0.05249853576251575,-3.0079445298087695
121,4.037366667,0.5337877369,0.04954978657,0.48652209560000004,0.8464060695000001,0.047265641299999994,-0.7968562829300001,0.798256836170237,-0.05924572308489231,-3.394529886965121
122,4.070733333,0.5386745032,0.05011846661,0.4865234778,0.8464008556,0.052151025399999995,-0.79628238899,0.7979883285273621,-0.06539972849823367,-3.747128424250243
123,4.1041,0.5434540365999999,0.05126594903,0.4865178101,0.8464215387,0.05693622649999991,-0.79515558967,0.797191410936862,-0.07148188263697726,-4.095610186748277
124,4.137466667,0.5472469211,0.05190069324,0.4865140219,0.8464233495,0.06073289919999997,-0.79452265626,0.796840471082941,-0.076291121926944,-4.371159300731863
125,4.170833333,0.5499005713,0.052157750419999996,0.4865155929,0.8464228940999999,0.06338497840000001,-0.7942651436799999,0.7967902948403547,-0.07963453210604894,-4.562722593175655
126,4.2042,0.5519175801,0.05244524921,0.4865148043,0.8464106057999999,0.06540277580000003,-0.7939653565899999,0.796654574170908,-0.08218928186711395,-4.7090989721967365
127,4.237566667,0.5526522590999999,0.05216808583,0.4865131325,0.8464024519,0.06613912659999993,-0.79423436607,0.796983445445403,-0.0830823749828703,-4.760269438441763
128,4.270933333,0.5526517421,0.05205244825,0.4865151025,0.8463951286,0.06613663959999999,-0.79434268035,0.797091179805173,-0.08306798882472062,-4.759445172296379
129,4.3043,0.5522623907,0.05199056114,0.4865131251,0.8463846101000001,0.06574926560000005,-0.7943940489600001,0.7971103254568983,-0.08257834459817934,-4.731390624652616
130,4.337666667,0.5502135936,0.05178119925,0.4865117849,0.8463713731,0.06370180869999997,-0.79459017385,0.7971395516536767,-0.07999829519510275,-4.5835646829210805
131,4.371033333,0.5477998022,0.051607613499999996,0.48651353020000004,0.8463657847,0.061286271999999975,-0.7947581712,0.797117656199401,-0.07696080090679086,-4.409529079905716
132,4.4044,0.5434218707,0.05031101119,0.48651216909999995,0.8463611637999999,0.056909701600000084,-0.7960501526099999,0.7980818000722766,-0.07136867649294924,-4.089123952480521
133,4.437766667,0.5387701999,0.049426887919999996,0.48650803439999996,0.8463614387999999,0.05226216550000001,-0.7969345508799999,0.7986463624966037,-0.06548522527755513,-3.752027028867324
134,4.471133333,0.5338955737,0.04901621342,0.4865071168,0.8463594640000001,0.04738845689999999,-0.7973432505800001,0.798750226975144,-0.05936311427896321,-3.401255906937385
135,4.5045,0.5278532445,0.04800566212,0.4864942946,0.8463779681,0.04135894990000005,-0.79837230598,0.7994428695614548,-0.051757821775514155,-2.96550474452727
136,4.537866667,0.5217708862,0.047058926050000005,0.48649889189999995,0.8463746561,0.035271994300000054,-0.79931573005,0.8000935882053197,-0.044099127714707066,-2.5266938982611142
137,4.571233333,0.5148324445,0.04633010082,0.48649965689999997,0.8463734936,0.02833278760000002,-0.80004339278,0.8005449251504378,-0.035399269818345014,-2.0282287584360055
138,4.6046,0.5074048553,0.045100261210000006,0.4865052065,0.8463750337,0.020899648800000004,-0.80127477249,0.8015472889036956,-0.02607708609882729,-1.4941069754620724
139,4.637966667,0.5002027309,0.04461746296,0.48650316109999997,0.8463793246,0.013699569800000033,-0.80176186164,0.8018788942185369,-0.017085168860765294,-0.9789080679901881
140,4.671333333,0.4926759652,0.04423380301,0.4865055336,0.8463814122,0.006170431600000026,-0.8021476091899999,0.8021713415196052,-0.007692237471364376,-0.44073274212156316
141,4.7047,0.484019555,0.0429237721,0.48650510539999997,0.8463797331999999,-0.0024855503999999806,-0.8034559611,0.8034598057077377,0.0030935640424790533,0.1772481632874795
142,4.738066667,0.476621399,0.04246004105,0.4864964058,0.846382242,-0.009875006799999975,-0.80392220095,0.8039828486600894,0.01228291763684102,0.7037593406977932
143,4.771433333,0.469382729,0.04229825373,0.48649498880000003,0.8463889624,-0.01711225980000003,-0.80409070867,0.8042727753721902,0.021278292265627396,1.219156342066312
144,4.8048,0.46211843869999997,0.04217463419,0.4864931673,0.8463961805,-0.024374728600000006,-0.80422154631,0.804590841946123,0.030299199581453,1.7360162586418073
145,4.838166667,0.45534465869999996,0.042071293030000005,0.48648951549999997,0.8463906170000001,-0.03114485680000001,-0.80431932397,0.8049220937560668,0.03870266911105128,2.217499595954576
146,4.871533333,0.44903455299999995,0.0418203301,0.4864962301,0.8463954634,-0.037461677100000035,-0.8045751333000001,0.8054467843227494,0.046527216078671496,2.665813113801101
147,4.9049,0.443574801,0.04206734926,0.4864970165,0.8463862434,-0.04292221549999997,-0.80431889414,0.8054633449475035,0.05331410318384841,3.0546731009594987
148,4.938266667,0.43864417520000004,0.0421379907,0.48649612130000003,0.8463968581999999,-0.04785194609999999,-0.8042588674999999,0.8056811619356256,0.05942812919696797,3.404980987344447
149,4.971633333,0.4340984142,0.04217672467,0.4865026803,0.8463989569,-0.052404266099999985,-0.80422223223,0.805927792000303,0.06506943315704393,3.7282038952072374
150,5.005,0.43050718880000005,0.04212550148,0.4865081623,0.8463929340999999,-0.05600097349999994,-0.8042674326199999,0.8062147432329142,0.06951758864923088,3.9830644315274872
151,5.038366667,0.42763760079999996,0.04219868857,0.4865076719,0.8463957484,-0.05887007110000003,-0.80419705983,0.8063489296269548,0.0730731981347789,4.18678584864607
152,5.071733333,0.4260066844,0.04230994999,0.48650646420000004,0.8463898043000001,-0.06049977980000004,-0.8040798543100001,0.8063526743696207,0.07509950460900791,4.302884657619427
153,5.1051,0.42536325,0.0422671221,0.4865078979,0.8463817145,-0.06114464789999996,-0.8041145923999999,0.8064359526195698,0.07589367078018258,4.3483870274597995
154,5.138466667,0.425122281,0.04229466613,0.4865021454,0.8463791195999999,-0.061379864399999984,-0.8040844534699999,0.8064237695318205,0.07618734340058932,4.365213229167653
155,5.171833333,0.42687724270000005,0.0423411899,0.48651060840000004,0.8463732906999999,-0.059633365699999996,-0.8040321007999999,0.8062405084226238,0.07403234258016264,4.241740777309975
156,5.2052,0.42921779159999995,0.042367924050000005,0.48650452850000003,0.8463685828,-0.05728673690000008,-0.80400065875,0.8060389751712282,0.07113188888444619,4.0755570218723
157,5.238566667,0.4318341146,0.04236367645,0.48651147149999996,0.8463644088,-0.054677356899999974,-0.80400073235,0.8058577982354619,0.06790204964309494,3.8905008648371386
158,5.271933333,0.43640073799999995,0.04238346677,0.4865092668,0.8463649473999999,-0.05010852880000005,-0.8039814806299999,0.8055414861163311,0.06224496359263889,3.566373709803674
159,5.3053,0.4412091761,0.04240107236000001,0.4865154949,0.8463617806,-0.04530631880000002,-0.80396070824,0.8052362901142556,0.05629435471896082,3.2254289358088246
160,5.338666667,0.44618693909999996,0.042428384890000004,0.4865164329,0.8463633367,-0.04032949380000006,-0.80393495181,0.8049458831573159,0.05012310317692691,2.8718422681366804
161,5.372033332999999,0.4528292723,0.04255893501,0.486517273,0.8463746451,-0.0336880007,-0.8038157100900001,0.8045213341973315,0.04188559292567625,2.399867697044267
162,5.4054,0.4591563095,0.04279675252,0.48651671659999995,0.8463812581999999,-0.027360407099999928,-0.8035845056799998,0.8040501536879695,0.034034804825077127,1.9500506730284095
163,5.438766667,0.46671097100000003,0.042949728459999996,0.48652043899999997,0.8463938951000001,-0.01980946799999994,-0.8034441666400001,0.8036883375602057,0.02465069286464395,1.4123806632173512
164,5.4721333329999995,0.4740882699,0.04317575754,0.4865261515,0.8464048086,-0.012437881599999978,-0.80322905106,0.8033253446552298,0.015483612807242805,0.8871456654697214
